[11:23:09]: [Join Announcement] GMC6
[12:03:33]: [Announcement] World(Cave) Cleaning —『 The trees come up to my window like the yearning voice of the dumb earth.(Stray Birds-Ranbindranath Tagore)』
[12:03:47]: [Announcement] World(Forest) Cleaning —『 Never be afraid of the moments--thus sings the voice of the everlasting(Stray Birds-Ranbindranath Tagore)』
[12:24:51]: [Leave Announcement] GMC6
[12:26:48]: [Join Announcement] GMC6
[12:27:29]: [Leave Announcement] GMC6
[12:28:35]: [Join Announcement] GMC6
[12:47:33]: [Announcement] World(Cave) Cleaning —『 The mind, sharp but not broad, sticks at every point but does not move.(Stray Birds-Ranbindranath Tagore)』
[12:47:51]: [Announcement] World(Forest) Cleaning —『 It is the tears of the earth that keep here smiles in bloom. (Stray Birds-Ranbindranath Tagore)』
[12:58:36]: [Announcement] Performance Pack: Server cleaning
[13:27:40]: [Announcement] World(Cave) Cleaning —『 The mist, like love, plays upon the heart of the hills and brings out surprises of beauty.(Stray Birds-Ranbindranath Tagore)』
[13:28:01]: [Announcement] World(Forest) Cleaning —『 The stars are not afraid to appear like fireflies.(Stray Birds-Ranbindranath Tagore)』
[13:49:53]: [Announcement] GMC6   befriended Bunnymen 20 times   Completed Achievement [Bunny Leader]
[14:30:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:30:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:10]: [Say] (KU_LbNGg3S9) GMC6: vc e dos q entra e sai?
[14:31:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:45]: [Announcement] matheus.freezadourado   successfully entered game   Completed Achievement [New Beginning]
[14:31:45]: [Announcement] matheus.freezadourado got 0 Achievement point from Initial Stars Configuration
[14:31:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:31:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:31]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:32]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:45]: [Leave Announcement] matheus.freezadourado
[14:32:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:32:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:09]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:10]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:11]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:12]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:13]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:14]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:15]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:16]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:17]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:18]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:19]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:20]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:33]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:34]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:35]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:36]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:37]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:38]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:39]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:40]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:41]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:42]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:43]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:44]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:45]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:46]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:47]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:48]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:49]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:50]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:51]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:52]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:53]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:54]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:55]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:56]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:57]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:58]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:33:59]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:00]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:01]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:02]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:03]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:04]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:05]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:06]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:07]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:08]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:21]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:22]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:23]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:24]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:25]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:26]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:27]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:28]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:29]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
[14:34:30]: [Announcement] GMC6 got 1 Achievement point from Yellow Jelly Bean
